userWallet,num_deposits,num_borrows,num_liquidation_calls,first_tx,last_tx,num_transactions,active_days,tx_frequency
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,1,0,0,1970-01-01 00:00:01.626953721,1970-01-01 00:00:01.626953721,1,1,1.0
0x00080000158a9930aeb508823103b0a977161c47,2,0,0,1970-01-01 00:00:01.625790694,1970-01-01 00:00:01.626653692,2,1,2.0
0x00099b1263c22ae2ce0a52624cef2a012e751970,2,0,0,1970-01-01 00:00:01.626164492,1970-01-01 00:00:01.626839442,2,1,2.0
0x0009ce45d5df78e632a0b4987079432dfba2253a,1,0,0,1970-01-01 00:00:01.619858543,1970-01-01 00:00:01.619858543,1,1,1.0
0x000a27ba176083e4b50177378cbe7469a00dd557,4,2,0,1970-01-01 00:00:01.622646973,1970-01-01 00:00:01.625514251,12,1,12.0
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,18,8,0,1970-01-01 00:00:01.622631470,1970-01-01 00:00:01.624870385,43,1,43.0
0x000ab43e658935ba39504a1424b01756c1e9644c,1,1,0,1970-01-01 00:00:01.628563047,1970-01-01 00:00:01.628563091,2,1,2.0
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,49,0,0,1970-01-01 00:00:01.619464130,1970-01-01 00:00:01.630114514,77,1,77.0
0x000c8e2871750f458bf1de8ab528dda09bc95db6,1,1,0,1970-01-01 00:00:01.619207671,1970-01-01 00:00:01.619207731,4,1,4.0
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,20,20,0,1970-01-01 00:00:01.624609837,1970-01-01 00:00:01.630324676,71,1,71.0
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,4,1,0,1970-01-01 00:00:01.623548213,1970-01-01 00:00:01.626197605,6,1,6.0
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,1,0,0,1970-01-01 00:00:01.623488053,1970-01-01 00:00:01.623488053,1,1,1.0
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,1,0,0,1970-01-01 00:00:01.621853669,1970-01-01 00:00:01.621853669,1,1,1.0
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,1,3,0,1970-01-01 00:00:01.622527700,1970-01-01 00:00:01.629489034,8,1,8.0
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,6,0,0,1970-01-01 00:00:01.628793467,1970-01-01 00:00:01.630548958,8,1,8.0
0x000e840a3122ec28d0c29321db172375cb049762,5,2,0,1970-01-01 00:00:01.620983877,1970-01-01 00:00:01.623255863,10,1,10.0
0x000e9bd1d42999446d60ff60f1fb3afb13604202,8,6,0,1970-01-01 00:00:01.629982386,1970-01-01 00:00:01.630152894,22,1,22.0
0x000eab293e332bd6e67018a9150e8807bfac3233,1,0,0,1970-01-01 00:00:01.627127973,1970-01-01 00:00:01.627127973,1,1,1.0
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,1,0,0,1970-01-01 00:00:01.622644687,1970-01-01 00:00:01.623999030,2,1,2.0
0x000f4432a40560bbff1b581a8b7aded8dab80026,7,6,0,1970-01-01 00:00:01.619465677,1970-01-01 00:00:01.621033345,25,1,25.0
0x000f7f22bfc28d940d4b68e13213ab17cf107790,26,19,0,1970-01-01 00:00:01.619206675,1970-01-01 00:00:01.619450928,73,1,73.0
0x000f908720f9ce164d90f4fc89459fab4442907f,32,30,0,1970-01-01 00:00:01.623475570,1970-01-01 00:00:01.623592531,96,1,96.0
0x000fbfec300959d0f2f327728a889c1f5de8e2df,3,1,0,1970-01-01 00:00:01.625412745,1970-01-01 00:00:01.626107012,8,1,8.0
0x0011730224657eb527cf736039854c3a3f140e63,1,1,0,1970-01-01 00:00:01.618849121,1970-01-01 00:00:01.618849259,4,1,4.0
0x00120ea6fdbaf057eadc1bd149f957488444e92c,2,1,0,1970-01-01 00:00:01.625501389,1970-01-01 00:00:01.625506105,4,1,4.0
0x0012668072f7e0579caf7e047713d8b6d476d0db,2,0,0,1970-01-01 00:00:01.626596344,1970-01-01 00:00:01.626836136,2,1,2.0
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,101,24,0,1970-01-01 00:00:01.621113983,1970-01-01 00:00:01.626471036,231,1,231.0
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,0,0,0,1970-01-01 00:00:01.626190751,1970-01-01 00:00:01.626190751,1,1,1.0
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,1,0,0,1970-01-01 00:00:01.622111460,1970-01-01 00:00:01.622111460,1,1,1.0
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,2,0,0,1970-01-01 00:00:01.626568729,1970-01-01 00:00:01.627095273,2,1,2.0
0x0014dfac19477a83d7354e6eaac28642c1959398,10,6,0,1970-01-01 00:00:01.621622844,1970-01-01 00:00:01.624231483,36,1,36.0
0x001589fe1923c2118f34e4277f2ef650fcbf0161,19,2,0,1970-01-01 00:00:01.618943684,1970-01-01 00:00:01.630415434,30,1,30.0
0x00159370cbe576b765a7fb2e78582e0cb563d445,10,7,0,1970-01-01 00:00:01.628500155,1970-01-01 00:00:01.630299760,19,1,19.0
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,1,0,0,1970-01-01 00:00:01.622138895,1970-01-01 00:00:01.622140653,2,1,2.0
0x0016469a65facda9e86fd0ae0e9661128843c224,1,1,0,1970-01-01 00:00:01.620615531,1970-01-01 00:00:01.620615531,2,1,2.0
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,1,0,0,1970-01-01 00:00:01.622095387,1970-01-01 00:00:01.622095387,1,1,1.0
0x00183135585d70a523d61b2e43037a7138b36906,15,13,0,1970-01-01 00:00:01.625101762,1970-01-01 00:00:01.630038823,54,1,54.0
0x00184e8aa1e95f491f2d9601e12b540092160ded,1,1,0,1970-01-01 00:00:01.618391523,1970-01-01 00:00:01.618391595,4,1,4.0
0x0018583d7654803d2c59467e10dec5f70bbe1851,72,0,0,1970-01-01 00:00:01.620571652,1970-01-01 00:00:01.622489320,72,1,72.0
0x001875a076b3cfe1c9535d76b0345c16e3d61118,2,0,0,1970-01-01 00:00:01.626281917,1970-01-01 00:00:01.626753569,2,1,2.0
0x0018d044b946ede86b43bb3b964a45772a5abeb9,9,2,0,1970-01-01 00:00:01.623996770,1970-01-01 00:00:01.628601325,22,1,22.0
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,0,1,0,1970-01-01 00:00:01.624037278,1970-01-01 00:00:01.625265329,5,1,5.0
0x0019bd9f6142943f3a03a8a62d0001a95213f555,1,0,0,1970-01-01 00:00:01.621828078,1970-01-01 00:00:01.621828078,1,1,1.0
0x001b024b98ee862aa01eea595c4c16a0213d2611,1,1,0,1970-01-01 00:00:01.618217112,1970-01-01 00:00:01.618217236,2,1,2.0
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,10,6,0,1970-01-01 00:00:01.622713661,1970-01-01 00:00:01.624707727,32,1,32.0
0x001bc97d92e1a30b02d4e75be25f06063555d556,12,10,0,1970-01-01 00:00:01.623254837,1970-01-01 00:00:01.624078590,45,1,45.0
0x001be549fa377710b9e59d57bbdf593ce1e379ca,2,0,0,1970-01-01 00:00:01.626653388,1970-01-01 00:00:01.628439978,2,1,2.0
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,2,0,0,1970-01-01 00:00:01.626144348,1970-01-01 00:00:01.626982308,2,1,2.0
0x001d2a3192a49e28cac0a7abcaa916648c62b982,1,0,0,1970-01-01 00:00:01.626856437,1970-01-01 00:00:01.626856437,1,1,1.0
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,1,0,0,1970-01-01 00:00:01.627063469,1970-01-01 00:00:01.627063469,1,1,1.0
0x001f96b7e19a54ae45f451b0148336504d03fdcf,1,0,0,1970-01-01 00:00:01.626721307,1970-01-01 00:00:01.626721307,1,1,1.0
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,5,0,0,1970-01-01 00:00:01.623996456,1970-01-01 00:00:01.629893966,6,1,6.0
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,1,0,0,1970-01-01 00:00:01.626677429,1970-01-01 00:00:01.626677429,1,1,1.0
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,0,0,0,1970-01-01 00:00:01.627355152,1970-01-01 00:00:01.627355152,1,1,1.0
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,2,0,0,1970-01-01 00:00:01.626181219,1970-01-01 00:00:01.626709719,2,1,2.0
0x00222d56e0509a5e9ab05c588c548290a5e9f876,1,0,0,1970-01-01 00:00:01.626690455,1970-01-01 00:00:01.626690455,1,1,1.0
0x002379916ac42a432f3b53f16782d33267debb4c,1,0,0,1970-01-01 00:00:01.626657568,1970-01-01 00:00:01.626657568,1,1,1.0
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,2,0,0,1970-01-01 00:00:01.626281963,1970-01-01 00:00:01.626753577,2,1,2.0
0x0023d9ffe7d793895c5da5833d56c737832ead2b,2,0,0,1970-01-01 00:00:01.626662067,1970-01-01 00:00:01.626662141,2,1,2.0
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,1,0,0,1970-01-01 00:00:01.626701595,1970-01-01 00:00:01.626701595,1,1,1.0
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,2,0,0,1970-01-01 00:00:01.626631905,1970-01-01 00:00:01.626719547,2,1,2.0
0x0024461e7a8ce7157866eaa4c24b702d328250ce,0,0,0,1970-01-01 00:00:01.628416365,1970-01-01 00:00:01.628416365,1,1,1.0
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,1,0,0,1970-01-01 00:00:01.624733104,1970-01-01 00:00:01.624733104,1,1,1.0
0x00246f7813397868b1beec56e1677efa47816dae,30,9,0,1970-01-01 00:00:01.622447007,1970-01-01 00:00:01.624263724,44,1,44.0
0x0025a856d01a898bd52286d56c52323b13937b65,1,0,0,1970-01-01 00:00:01.621849897,1970-01-01 00:00:01.621849897,1,1,1.0
0x00261d225db379b3fc74cd0228d6f90582d39035,1,1,0,1970-01-01 00:00:01.620731387,1970-01-01 00:00:01.620731387,2,1,2.0
0x00262ffcfda82b5582d1905ca05b849f196b0419,4,3,0,1970-01-01 00:00:01.623431571,1970-01-01 00:00:01.623756471,10,1,10.0
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,1,0,0,1970-01-01 00:00:01.621965973,1970-01-01 00:00:01.621965973,1,1,1.0
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,1,0,0,1970-01-01 00:00:01.627103795,1970-01-01 00:00:01.627103795,1,1,1.0
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,1,0,0,1970-01-01 00:00:01.622078807,1970-01-01 00:00:01.622078807,1,1,1.0
0x002775390698ef16589bb22bba37ae7906ae2f36,17,7,0,1970-01-01 00:00:01.623140063,1970-01-01 00:00:01.624890887,30,1,30.0
0x0027c6cd01364a3c5d29f72269b36dfe85628193,1,0,0,1970-01-01 00:00:01.627216826,1970-01-01 00:00:01.627216826,1,1,1.0
0x0027f7335d610f15b325baa5798414548720fcaa,6,2,0,1970-01-01 00:00:01.630270928,1970-01-01 00:00:01.630387748,13,1,13.0
0x00283b611db7844cb5677b311afd67c8e3078518,1,0,0,1970-01-01 00:00:01.627231773,1970-01-01 00:00:01.627231773,1,1,1.0
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,1,0,0,1970-01-01 00:00:01.620266958,1970-01-01 00:00:01.620266958,1,1,1.0
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,2,0,0,1970-01-01 00:00:01.626376552,1970-01-01 00:00:01.626697492,2,1,2.0
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,1,0,0,1970-01-01 00:00:01.627109903,1970-01-01 00:00:01.627109903,1,1,1.0
0x002aea16059a7d4bef638a03b61a9e80ef07e745,12,10,0,1970-01-01 00:00:01.619974774,1970-01-01 00:00:01.627116599,41,1,41.0
0x002bb13a55bf4525f02717708dd4534ecc475193,2,0,0,1970-01-01 00:00:01.626668847,1970-01-01 00:00:01.626668915,2,1,2.0
0x002c77a71d54e6da4b28690fe1676752a74a67eb,1,0,0,1970-01-01 00:00:01.626686226,1970-01-01 00:00:01.626686226,1,1,1.0
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,2,1,0,1970-01-01 00:00:01.617954913,1970-01-01 00:00:01.619512240,5,1,5.0
0x002d2715b179d0db3e17cc28317a98f2f65e6884,98,64,0,1970-01-01 00:00:01.617981693,1970-01-01 00:00:01.626784655,253,1,253.0
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,1,0,0,1970-01-01 00:00:01.626800174,1970-01-01 00:00:01.626800174,1,1,1.0
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,5,5,0,1970-01-01 00:00:01.618617657,1970-01-01 00:00:01.629741264,29,1,29.0
0x002de04d579930686698abab5f48bda0b24fb9fc,32,13,0,1970-01-01 00:00:01.623480242,1970-01-01 00:00:01.630421267,85,1,85.0
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,1,1,0,1970-01-01 00:00:01.618820622,1970-01-01 00:00:01.618820754,4,1,4.0
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,1,0,0,1970-01-01 00:00:01.622926927,1970-01-01 00:00:01.629143212,6,1,6.0
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,1,0,0,1970-01-01 00:00:01.626479749,1970-01-01 00:00:01.626479749,1,1,1.0
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,61,26,0,1970-01-01 00:00:01.621161449,1970-01-01 00:00:01.630250383,108,1,108.0
0x0030040e8d836ac3e546c354f9b373e70a14deeb,0,0,0,1970-01-01 00:00:01.625321380,1970-01-01 00:00:01.625321626,2,1,2.0
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,35,23,0,1970-01-01 00:00:01.627077533,1970-01-01 00:00:01.630591831,58,1,58.0
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,1,0,0,1970-01-01 00:00:01.626943738,1970-01-01 00:00:01.626943738,1,1,1.0
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,1,0,0,1970-01-01 00:00:01.627131723,1970-01-01 00:00:01.630009723,3,1,3.0
0x003094a91a3b5523bc601b221f80183bd347e9ae,2,0,0,1970-01-01 00:00:01.626281937,1970-01-01 00:00:01.626753571,2,1,2.0
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,1,0,0,1970-01-01 00:00:01.626184221,1970-01-01 00:00:01.626184221,1,1,1.0
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,37,11,0,1970-01-01 00:00:01.623996694,1970-01-01 00:00:01.630316254,67,1,67.0
0x0030de8f624d2b2513c6dbbff788bb109b80304d,1,0,0,1970-01-01 00:00:01.626602064,1970-01-01 00:00:01.626602064,1,1,1.0
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,2,0,0,1970-01-01 00:00:01.626336775,1970-01-01 00:00:01.626336841,2,1,2.0
0x0030ee334630838ea4dee0b4b6ecbc973529031f,8,7,0,1970-01-01 00:00:01.623335934,1970-01-01 00:00:01.629733115,16,1,16.0
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,1,0,0,1970-01-01 00:00:01.626406722,1970-01-01 00:00:01.626406722,1,1,1.0
0x00326e37cef76788f6b0cf643c94481d60bd3d58,2,0,0,1970-01-01 00:00:01.626947251,1970-01-01 00:00:01.626958532,2,1,2.0
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,179,154,0,1970-01-01 00:00:01.619758126,1970-01-01 00:00:01.628725191,523,1,523.0
0x003325d3054cd7668fb16f19ea11bae6d02a474c,0,0,0,1970-01-01 00:00:01.628711858,1970-01-01 00:00:01.629294638,5,1,5.0
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,59,45,0,1970-01-01 00:00:01.619959149,1970-01-01 00:00:01.622078947,162,1,162.0
0x0034d2a08772822866b08d2c585e5c8e25723760,1,0,0,1970-01-01 00:00:01.624051865,1970-01-01 00:00:01.624051865,1,1,1.0
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,0,0,0,1970-01-01 00:00:01.623214848,1970-01-01 00:00:01.625878688,5,1,5.0
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,14,8,0,1970-01-01 00:00:01.622225592,1970-01-01 00:00:01.624031926,26,1,26.0
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,1,0,0,1970-01-01 00:00:01.626435845,1970-01-01 00:00:01.626435845,1,1,1.0
0x0036534c48a754163f0f446601f36bcfda840f57,7,8,0,1970-01-01 00:00:01.620356857,1970-01-01 00:00:01.621469649,27,1,27.0
0x00368bb9dba2ee83f3553feae59710b9c3743e09,9,1,0,1970-01-01 00:00:01.622923193,1970-01-01 00:00:01.626193209,11,1,11.0
0x0036a2f1f6136bb9d7992f7def692126a279e702,1,0,0,1970-01-01 00:00:01.626655848,1970-01-01 00:00:01.626655848,1,1,1.0
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,9,14,0,1970-01-01 00:00:01.622745367,1970-01-01 00:00:01.627603142,43,1,43.0
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,4,2,0,1970-01-01 00:00:01.623236863,1970-01-01 00:00:01.629292131,12,1,12.0
0x0037643e4ec2b622270676e9e7aa163b261cfb79,1,0,0,1970-01-01 00:00:01.627132203,1970-01-01 00:00:01.627132203,1,1,1.0
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,3,0,0,1970-01-01 00:00:01.622674446,1970-01-01 00:00:01.626976852,9,1,9.0
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,7,13,0,1970-01-01 00:00:01.622901885,1970-01-01 00:00:01.628735355,28,1,28.0
0x0038281701bf3f51fdbb18903c6e18776780a9a1,1,0,0,1970-01-01 00:00:01.627144421,1970-01-01 00:00:01.627144421,1,1,1.0
0x00389de87cae34a6f89e13cc8225c4984add8b37,328,100,0,1970-01-01 00:00:01.620508678,1970-01-01 00:00:01.625543807,610,1,610.0
0x0039e71541bdc798d062346bce94230bf519bb72,1,1,0,1970-01-01 00:00:01.620626481,1970-01-01 00:00:01.620626481,2,1,2.0
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,2,0,0,1970-01-01 00:00:01.620124907,1970-01-01 00:00:01.620364581,6,1,6.0
0x003a85c562730b196f7cba202a2515f2ff855736,131,22,0,1970-01-01 00:00:01.621535047,1970-01-01 00:00:01.630377190,177,1,177.0
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,4,5,0,1970-01-01 00:00:01.623131291,1970-01-01 00:00:01.623332842,13,1,13.0
0x003ae57782ab0f390908f8d7a3a9680bcfc62ec0,2,0,0,1970-01-01 00:00:01.626536314,1970-01-01 00:00:01.626968678,2,1,2.0
0x003ae6c26a2655eb54c1e53b03a266d97f3512e6,39,3,0,1970-01-01 00:00:01.623731430,1970-01-01 00:00:01.630587614,43,1,43.0
0x003b2816d976cebbf0cadec981ff59286b6d7f2f,2,0,0,1970-01-01 00:00:01.620767095,1970-01-01 00:00:01.622447629,4,1,4.0
0x003be39433bde975b12411fbc3025d49d813a84f,0,1,0,1970-01-01 00:00:01.623999538,1970-01-01 00:00:01.626797278,4,1,4.0
0x003cb0842811db8d115e28f13048dd83db391dcb,1,0,0,1970-01-01 00:00:01.626855953,1970-01-01 00:00:01.626855953,1,1,1.0
0x003dc03b7d7fe265e1c1db88bb1c6b1e6bcd06a7,1,0,0,1970-01-01 00:00:01.626846271,1970-01-01 00:00:01.626846271,1,1,1.0
0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62,0,1,0,1970-01-01 00:00:01.623898555,1970-01-01 00:00:01.624055469,6,1,6.0
0x003e9a119439ef34de3237034cee95675b01d5d4,6,9,0,1970-01-01 00:00:01.622534146,1970-01-01 00:00:01.630485625,31,1,31.0
0x003ed65a094ef804c934f2427b601e03113882ff,2,0,0,1970-01-01 00:00:01.625548546,1970-01-01 00:00:01.625548560,2,1,2.0
0x003edfecb016131dbd485c72f3b6f2e98a1429d9,59,50,0,1970-01-01 00:00:01.619142533,1970-01-01 00:00:01.622708765,144,1,144.0
0x003f705c2e62e268891d8aa2724e32f2176dc963,1,0,0,1970-01-01 00:00:01.630499631,1970-01-01 00:00:01.630499631,1,1,1.0
0x00402e826833fbeb6f67072f3df3c8554a0b10e6,19,3,0,1970-01-01 00:00:01.622707243,1970-01-01 00:00:01.625463752,39,1,39.0
0x00405f7b768a9a6b81e8060a17f0550501acf6be,87,40,0,1970-01-01 00:00:01.624411838,1970-01-01 00:00:01.629317067,144,1,144.0
0x0040932d4c252856709b24dc406244392d3df400,1,0,0,1970-01-01 00:00:01.623149009,1970-01-01 00:00:01.623149089,2,1,2.0
0x0040daac32d83c78546ae36da42a496b28ab09e1,6,0,0,1970-01-01 00:00:01.621357702,1970-01-01 00:00:01.626671835,6,1,6.0
0x00418b8ea6c6e2d5676f651bf76a368adb845e91,1,0,0,1970-01-01 00:00:01.618486606,1970-01-01 00:00:01.618486606,1,1,1.0
0x0041dac13d9365b4d695fb612950dc71884f8db1,43,34,0,1970-01-01 00:00:01.626149538,1970-01-01 00:00:01.630580630,154,1,154.0
0x0043090d0a3338eb89914ea9af5c529e928a044c,1,0,0,1970-01-01 00:00:01.627901393,1970-01-01 00:00:01.627901543,2,1,2.0
0x0043260ff376a32f335de2091e8bd455d74ecef9,1,0,0,1970-01-01 00:00:01.627112205,1970-01-01 00:00:01.627112205,1,1,1.0
0x00432772ed25d4eb3c6eb26dc461239b35cf8760,1,0,0,1970-01-01 00:00:01.626681054,1970-01-01 00:00:01.626681054,1,1,1.0
0x00432beb667c8908a74f35fef62882b502347e61,2,0,0,1970-01-01 00:00:01.625139361,1970-01-01 00:00:01.625462112,3,1,3.0
0x00433d27687ff685d3871395d7fedfd42b1c3529,29,0,0,1970-01-01 00:00:01.623359274,1970-01-01 00:00:01.630359953,30,1,30.0
0x0043f8113eb1257bc6314fe0434eec0d9bac3837,7,0,0,1970-01-01 00:00:01.623227855,1970-01-01 00:00:01.627786157,8,1,8.0
0x004403abb2246c48ac770e30e7b36e3b16e152a1,3,5,0,1970-01-01 00:00:01.621914993,1970-01-01 00:00:01.623947710,12,1,12.0
0x00447d3b5f40e1bb71766b5ffc656f5391f6e9d8,1,0,0,1970-01-01 00:00:01.621102335,1970-01-01 00:00:01.621102357,2,1,2.0
0x0044803a27c6c45babd3fb7affb80b3f913579d7,33,13,0,1970-01-01 00:00:01.621521469,1970-01-01 00:00:01.629209904,67,1,67.0
